EquipmentAssetNo,Status,StartedAt,EndedAt,StopCause,OrderNo,Sequence,Note
EQ-01,Running,2026-09-02 13:09,2026-09-02 16:45,,BLK-SF-0831,10,
EQ-01,Setup,2026-09-02 20:00,2026-09-02 20:26,,,,
EQ-01,Running,2026-09-02 20:26,2026-09-02 23:50,,BLK-SF-0831,10,
EQ-01,Idle,2026-09-02 23:50,2026-09-03 00:41,,,,
EQ-01,Running,2026-09-03 00:41,2026-09-03 04:30,,BLK-SF-0831,10,
EQ-05,Setup,2026-09-02 08:00,2026-09-02 08:39,,,,
EQ-05,Running,2026-09-02 08:39,2026-09-02 11:27,,BLK-SF-0831,10,
EQ-05,Idle,2026-09-02 11:27,2026-09-02 13:32,,,,
EQ-05,Running,2026-09-02 13:32,2026-09-02 16:41,,BLK-SF-0831,10,
EQ-05,Idle,2026-09-02 16:41,2026-09-02 17:00,,,,
EQ-02,Setup,2026-09-02 08:15,2026-09-02 08:33,,,,
EQ-02,Running,2026-09-02 08:33,2026-09-02 11:50,,BLK-FG-0831,10,
EQ-02,Idle,2026-09-02 11:50,2026-09-02 13:05,,,,
EQ-02,Running,2026-09-02 13:05,2026-09-02 16:30,,BLK-FG-0831,10,
EQ-03,Idle,2026-09-02 08:00,2026-09-02 09:56,,,,
EQ-03,Running,2026-09-02 09:56,2026-09-02 12:09,,BLK-FG-0831,20,
EQ-03,Idle,2026-09-02 12:09,2026-09-02 12:58,,,,
EQ-03,Running,2026-09-02 12:58,2026-09-02 16:06,,BLK-FG-0831,20,
EQ-03,Idle,2026-09-02 16:06,2026-09-02 17:00,,,,
EQ-04,Setup,2026-09-02 14:45,2026-09-02 15:02,,,,
EQ-04,Running,2026-09-02 15:02,2026-09-02 17:00,,BLK-FG-0831,30,
EQ-01,Setup,2026-09-03 08:00,2026-09-03 08:33,,,,
EQ-01,Running,2026-09-03 08:33,2026-09-03 12:07,,BLK-SF-0831,10,
EQ-01,Idle,2026-09-03 12:07,2026-09-03 12:54,,,,
EQ-01,Running,2026-09-03 12:54,2026-09-03 16:45,,BLK-SF-0831,10,
EQ-01,Setup,2026-09-03 20:00,2026-09-03 20:27,,,,
EQ-01,Running,2026-09-03 20:27,2026-09-04 00:00,,BLK-SF-0831,10,
EQ-01,Idle,2026-09-04 00:00,2026-09-04 00:43,,,,
EQ-01,Running,2026-09-04 00:43,2026-09-04 04:30,,BLK-SF-0831,10,
EQ-05,Setup,2026-09-03 08:00,2026-09-03 08:37,,,,
EQ-05,Running,2026-09-03 08:37,2026-09-03 11:34,,BLK-SF-0831,10,
EQ-05,Idle,2026-09-03 11:34,2026-09-03 13:36,,,,
EQ-05,Running,2026-09-03 13:36,2026-09-03 16:46,,BLK-SF-0831,10,
EQ-05,Idle,2026-09-03 16:46,2026-09-03 17:00,,,,
EQ-02,Setup,2026-09-03 08:15,2026-09-03 08:27,,,,
EQ-02,Running,2026-09-03 08:27,2026-09-03 12:09,,BLK-FG-0831,10,
EQ-02,Idle,2026-09-03 12:09,2026-09-03 13:03,,,,
EQ-02,Running,2026-09-03 13:03,2026-09-03 16:30,,BLK-FG-0831,10,
EQ-03,Idle,2026-09-03 08:00,2026-09-03 10:02,,,,
EQ-03,Running,2026-09-03 10:02,2026-09-03 12:02,,BLK-FG-0831,20,
EQ-03,Idle,2026-09-03 12:02,2026-09-03 13:03,,,,
EQ-03,Running,2026-09-03 13:03,2026-09-03 15:58,,BLK-FG-0831,20,
EQ-03,Idle,2026-09-03 15:58,2026-09-03 17:00,,,,
EQ-04,Setup,2026-09-03 14:45,2026-09-03 14:51,,,,
EQ-04,Running,2026-09-03 14:51,2026-09-03 17:00,,BLK-FG-0831,30,
EQ-01,Setup,2026-09-04 08:00,2026-09-04 08:36,,,,
EQ-01,Running,2026-09-04 08:36,2026-09-04 11:58,,BLK-SF-0831,10,
EQ-01,Idle,2026-09-04 11:58,2026-09-04 13:06,,,,
EQ-01,Running,2026-09-04 13:06,2026-09-04 16:45,,BLK-SF-0831,10,
EQ-01,Setup,2026-09-04 20:00,2026-09-04 20:25,,,,
EQ-01,Running,2026-09-04 20:25,2026-09-05 00:02,,BLK-SF-0831,10,
EQ-01,Idle,2026-09-05 00:02,2026-09-05 00:45,,,,
EQ-01,Running,2026-09-05 00:45,2026-09-05 04:30,,BLK-SF-0831,10,
EQ-05,Setup,2026-09-04 08:00,2026-09-04 08:43,,,,
EQ-05,Running,2026-09-04 08:43,2026-09-04 11:35,,BLK-SF-0831,10,
EQ-05,Idle,2026-09-04 11:35,2026-09-04 13:35,,,,
EQ-05,Running,2026-09-04 13:35,2026-09-04 16:43,,BLK-SF-0831,10,
EQ-05,Idle,2026-09-04 16:43,2026-09-04 17:00,,,,
EQ-02,Setup,2026-09-04 08:15,2026-09-04 08:40,,,,
EQ-02,Running,2026-09-04 08:40,2026-09-04 11:52,,BLK-FG-0831,10,
EQ-02,Idle,2026-09-04 11:52,2026-09-04 13:09,,,,
EQ-02,Running,2026-09-04 13:09,2026-09-04 16:30,,BLK-FG-0831,10,
EQ-03,Idle,2026-09-04 08:00,2026-09-04 10:00,,,,
EQ-03,Running,2026-09-04 10:00,2026-09-04 11:54,,BLK-FG-0831,20,
EQ-03,Idle,2026-09-04 11:54,2026-09-04 12:56,,,,
EQ-03,Running,2026-09-04 12:56,2026-09-04 15:59,,BLK-FG-0831,20,
EQ-03,Idle,2026-09-04 15:59,2026-09-04 17:00,,,,
EQ-04,Setup,2026-09-04 14:45,2026-09-04 15:07,,,,
EQ-04,Running,2026-09-04 15:07,2026-09-04 17:00,,BLK-FG-0831,30,
EQ-01,Setup,2026-09-07 08:00,2026-09-07 08:24,,,,
EQ-01,Running,2026-09-07 08:24,2026-09-07 11:50,,BLK-SF-0907,10,
EQ-01,Idle,2026-09-07 11:50,2026-09-07 13:00,,,,
EQ-01,Running,2026-09-07 13:00,2026-09-07 16:45,,BLK-SF-0907,10,
EQ-01,Setup,2026-09-07 20:00,2026-09-07 20:13,,,,
EQ-01,Running,2026-09-07 20:13,2026-09-08 00:01,,BLK-SF-0907,10,
EQ-01,Idle,2026-09-08 00:01,2026-09-08 00:41,,,,
EQ-01,Running,2026-09-08 00:41,2026-09-08 04:30,,BLK-SF-0907,10,
EQ-05,Setup,2026-09-07 08:00,2026-09-07 08:47,,,,
EQ-05,Running,2026-09-07 08:47,2026-09-07 11:40,,BLK-SF-0907,10,
EQ-05,Idle,2026-09-07 11:40,2026-09-07 13:24,,,,
EQ-05,Running,2026-09-07 13:24,2026-09-07 16:49,,BLK-SF-0907,10,
EQ-05,Idle,2026-09-07 16:49,2026-09-07 17:00,,,,
EQ-02,Setup,2026-09-07 08:15,2026-09-07 08:22,,,,
EQ-02,Running,2026-09-07 08:22,2026-09-07 12:07,,BLK-FG-0907,10,
EQ-02,Idle,2026-09-07 12:07,2026-09-07 13:10,,,,
EQ-02,Running,2026-09-07 13:10,2026-09-07 16:30,,BLK-FG-0907,10,
EQ-03,Idle,2026-09-07 08:00,2026-09-07 09:51,,,,
EQ-03,Running,2026-09-07 09:51,2026-09-07 12:10,,BLK-FG-0907,20,
EQ-03,Idle,2026-09-07 12:10,2026-09-07 12:56,,,,
EQ-03,Running,2026-09-07 12:56,2026-09-07 15:52,,BLK-FG-0907,20,
EQ-03,Idle,2026-09-07 15:52,2026-09-07 17:00,,,,
EQ-04,Setup,2026-09-07 14:45,2026-09-07 14:55,,,,
EQ-04,Running,2026-09-07 14:55,2026-09-07 17:00,,BLK-FG-0907,30,
EQ-01,Setup,2026-09-08 08:00,2026-09-08 08:37,,,,
EQ-01,Running,2026-09-08 08:37,2026-09-08 11:58,,BLK-SF-0907,10,
EQ-01,Idle,2026-09-08 11:58,2026-09-08 12:52,,,,
EQ-01,Running,2026-09-08 12:52,2026-09-08 16:45,,BLK-SF-0907,10,
EQ-01,Setup,2026-09-08 20:00,2026-09-08 20:24,,,,
EQ-01,Running,2026-09-08 20:24,2026-09-09 00:01,,BLK-SF-0907,10,
EQ-01,Idle,2026-09-09 00:01,2026-09-09 00:36,,,,
EQ-01,Running,2026-09-09 00:36,2026-09-09 04:30,,BLK-SF-0907,10,
EQ-05,Setup,2026-09-08 08:00,2026-09-08 08:54,,,,
EQ-05,Running,2026-09-08 08:54,2026-09-08 11:39,,BLK-SF-0907,10,
EQ-05,Idle,2026-09-08 11:39,2026-09-08 13:36,,,,
EQ-05,Running,2026-09-08 13:36,2026-09-08 16:41,,BLK-SF-0907,10,
EQ-05,Idle,2026-09-08 16:41,2026-09-08 17:00,,,,
EQ-02,Setup,2026-09-08 08:15,2026-09-08 08:31,,,,
EQ-02,Running,2026-09-08 08:31,2026-09-08 12:07,,BLK-FG-0907,10,
EQ-02,Idle,2026-09-08 12:07,2026-09-08 12:51,,,,
EQ-02,Running,2026-09-08 12:51,2026-09-08 16:30,,BLK-FG-0907,10,
EQ-03,Idle,2026-09-08 08:00,2026-09-08 09:54,,,,
EQ-03,Running,2026-09-08 09:54,2026-09-08 11:52,,BLK-FG-0907,20,
EQ-03,Idle,2026-09-08 11:52,2026-09-08 13:03,,,,
EQ-03,Running,2026-09-08 13:03,2026-09-08 15:51,,BLK-FG-0907,20,
EQ-03,Idle,2026-09-08 15:51,2026-09-08 17:00,,,,
EQ-04,Setup,2026-09-08 14:45,2026-09-08 15:08,,,,
EQ-04,Running,2026-09-08 15:08,2026-09-08 17:00,,BLK-FG-0907,30,
EQ-01,Setup,2026-09-09 08:00,2026-09-09 08:20,,,,
EQ-01,Running,2026-09-09 08:20,2026-09-09 12:05,,BLK-SF-0907,10,
EQ-01,Idle,2026-09-09 12:05,2026-09-09 13:09,,,,
EQ-01,Running,2026-09-09 13:09,2026-09-09 16:45,,BLK-SF-0907,10,
EQ-01,Setup,2026-09-09 20:00,2026-09-09 20:28,,,,
EQ-01,Running,2026-09-09 20:28,2026-09-10 00:00,,BLK-SF-0907,10,
EQ-01,Idle,2026-09-10 00:00,2026-09-10 00:42,,,,
EQ-01,Running,2026-09-10 00:42,2026-09-10 04:30,,BLK-SF-0907,10,
EQ-05,Setup,2026-09-09 08:00,2026-09-09 08:45,,,,
EQ-05,Running,2026-09-09 08:45,2026-09-09 11:37,,BLK-SF-0907,10,
EQ-05,Idle,2026-09-09 11:37,2026-09-09 13:38,,,,
EQ-05,Running,2026-09-09 13:38,2026-09-09 16:32,,BLK-SF-0907,10,
EQ-05,Idle,2026-09-09 16:32,2026-09-09 17:00,,,,
EQ-02,Setup,2026-09-09 08:15,2026-09-09 08:31,,,,
EQ-02,Running,2026-09-09 08:31,2026-09-09 11:57,,BLK-FG-0907,10,
EQ-02,Idle,2026-09-09 11:57,2026-09-09 12:58,,,,
EQ-02,Running,2026-09-09 12:58,2026-09-09 16:30,,BLK-FG-0907,10,
EQ-03,Idle,2026-09-09 08:00,2026-09-09 10:09,,,,
EQ-03,Running,2026-09-09 10:09,2026-09-09 11:54,,BLK-FG-0907,20,
EQ-03,Idle,2026-09-09 11:54,2026-09-09 13:05,,,,
EQ-03,Running,2026-09-09 13:05,2026-09-09 16:04,,BLK-FG-0907,20,
EQ-03,Idle,2026-09-09 16:04,2026-09-09 17:00,,,,
EQ-04,Setup,2026-09-09 14:45,2026-09-09 14:51,,,,
EQ-04,Running,2026-09-09 14:51,2026-09-09 17:00,,BLK-FG-0907,30,
EQ-01,Setup,2026-09-10 08:00,2026-09-10 08:33,,,,
EQ-01,Running,2026-09-10 08:33,2026-09-10 12:04,,BLK-SF-0907,10,
EQ-01,Idle,2026-09-10 12:04,2026-09-10 12:57,,,,
EQ-01,Running,2026-09-10 12:57,2026-09-10 14:22,,BLK-SF-0907,10,
EQ-01,Stopped,2026-09-10 14:22,2026-09-10 15:08,材料待ち,,,
EQ-01,Running,2026-09-10 15:08,2026-09-10 16:45,,BLK-SF-0907,10,
EQ-01,Setup,2026-09-10 20:00,2026-09-10 20:30,,,,
EQ-01,Running,2026-09-10 20:30,2026-09-11 00:06,,BLK-SF-0907,10,
EQ-01,Idle,2026-09-11 00:06,2026-09-11 00:52,,,,
EQ-01,Running,2026-09-11 00:52,2026-09-11 04:30,,BLK-SF-0907,10,
EQ-05,Setup,2026-09-10 08:00,2026-09-10 08:49,,,,
EQ-05,Running,2026-09-10 08:49,2026-09-10 11:40,,BLK-SF-0907,10,
EQ-05,Idle,2026-09-10 11:40,2026-09-10 13:35,,,,
EQ-05,Running,2026-09-10 13:35,2026-09-10 16:44,,BLK-SF-0907,10,
EQ-05,Idle,2026-09-10 16:44,2026-09-10 17:00,,,,
EQ-02,Setup,2026-09-10 08:15,2026-09-10 08:21,,,,
EQ-02,Running,2026-09-10 08:21,2026-09-10 11:50,,BLK-FG-0907,10,
EQ-02,Idle,2026-09-10 11:50,2026-09-10 12:59,,,,
EQ-02,Running,2026-09-10 12:59,2026-09-10 16:30,,BLK-FG-0907,10,
EQ-03,Idle,2026-09-10 08:00,2026-09-10 09:53,,,,
EQ-03,Running,2026-09-10 09:53,2026-09-10 12:05,,BLK-FG-0907,20,
EQ-03,Idle,2026-09-10 12:05,2026-09-10 13:05,,,,
EQ-03,Running,2026-09-10 13:05,2026-09-10 15:53,,BLK-FG-0907,20,
EQ-03,Idle,2026-09-10 15:53,2026-09-10 17:00,,,,
EQ-04,Setup,2026-09-10 14:45,2026-09-10 15:02,,,,
EQ-04,Running,2026-09-10 15:02,2026-09-10 17:00,,BLK-FG-0907,30,
EQ-01,Setup,2026-09-11 08:00,2026-09-11 08:37,,,,
EQ-01,Running,2026-09-11 08:37,2026-09-11 11:51,,BLK-SF-0907,10,
EQ-01,Idle,2026-09-11 11:51,2026-09-11 12:59,,,,
EQ-01,Running,2026-09-11 12:59,2026-09-11 16:45,,BLK-SF-0907,10,
EQ-01,Setup,2026-09-11 20:00,2026-09-11 20:17,,,,
EQ-01,Running,2026-09-11 20:17,2026-09-11 23:54,,BLK-SF-0907,10,
EQ-01,Idle,2026-09-11 23:54,2026-09-12 00:39,,,,
EQ-01,Running,2026-09-12 00:39,2026-09-12 04:30,,BLK-SF-0907,10,
EQ-05,Setup,2026-09-11 08:00,2026-09-11 08:51,,,,
EQ-05,Running,2026-09-11 08:51,2026-09-11 11:39,,BLK-SF-0907,10,
EQ-05,Idle,2026-09-11 11:39,2026-09-11 13:20,,,,
EQ-05,Running,2026-09-11 13:20,2026-09-11 16:49,,BLK-SF-0907,10,
EQ-05,Idle,2026-09-11 16:49,2026-09-11 17:00,,,,
EQ-02,Setup,2026-09-11 08:15,2026-09-11 08:23,,,,
EQ-02,Running,2026-09-11 08:23,2026-09-11 12:00,,BLK-FG-0907,10,
EQ-02,Idle,2026-09-11 12:00,2026-09-11 13:05,,,,
EQ-02,Running,2026-09-11 13:05,2026-09-11 16:30,,BLK-FG-0907,10,
EQ-03,Idle,2026-09-11 08:00,2026-09-11 10:04,,,,
EQ-03,Running,2026-09-11 10:04,2026-09-11 12:08,,BLK-FG-0907,20,
EQ-03,Idle,2026-09-11 12:08,2026-09-11 13:01,,,,
EQ-03,Running,2026-09-11 13:01,2026-09-11 15:54,,BLK-FG-0907,20,
EQ-03,Idle,2026-09-11 15:54,2026-09-11 17:00,,,,
EQ-04,Setup,2026-09-11 14:45,2026-09-11 15:03,,,,
EQ-04,Running,2026-09-11 15:03,2026-09-11 17:00,,BLK-FG-0907,30,
EQ-01,Setup,2026-09-14 08:00,2026-09-14 08:36,,,,
EQ-01,Running,2026-09-14 08:36,2026-09-14 12:05,,BLK-SF-0914,10,
EQ-01,Idle,2026-09-14 12:05,2026-09-14 13:10,,,,
EQ-01,Running,2026-09-14 13:10,2026-09-14 16:45,,BLK-SF-0914,10,
EQ-01,Setup,2026-09-14 20:00,2026-09-14 20:13,,,,
EQ-01,Running,2026-09-14 20:13,2026-09-15 00:03,,BLK-SF-0914,10,
EQ-01,Idle,2026-09-15 00:03,2026-09-15 00:40,,,,
EQ-01,Running,2026-09-15 00:40,2026-09-15 04:30,,BLK-SF-0914,10,
EQ-05,Setup,2026-09-14 08:00,2026-09-14 08:48,,,,
EQ-05,Running,2026-09-14 08:48,2026-09-14 11:37,,BLK-SF-0914,10,
EQ-05,Idle,2026-09-14 11:37,2026-09-14 13:40,,,,
EQ-05,Running,2026-09-14 13:40,2026-09-14 16:35,,BLK-SF-0914,10,
EQ-05,Idle,2026-09-14 16:35,2026-09-14 17:00,,,,
EQ-02,Setup,2026-09-14 08:15,2026-09-14 08:26,,,,
EQ-02,Running,2026-09-14 08:26,2026-09-14 12:10,,BLK-FG-0914,10,
EQ-02,Idle,2026-09-14 12:10,2026-09-14 13:00,,,,
EQ-02,Running,2026-09-14 13:00,2026-09-14 16:30,,BLK-FG-0914,10,
EQ-03,Idle,2026-09-14 08:00,2026-09-14 09:53,,,,
EQ-03,Running,2026-09-14 09:53,2026-09-14 11:53,,BLK-FG-0914,20,
EQ-03,Idle,2026-09-14 11:53,2026-09-14 12:54,,,,
EQ-03,Running,2026-09-14 12:54,2026-09-14 15:54,,BLK-FG-0914,20,
EQ-03,Idle,2026-09-14 15:54,2026-09-14 17:00,,,,
EQ-04,Setup,2026-09-14 14:45,2026-09-14 15:01,,,,
EQ-04,Running,2026-09-14 15:01,2026-09-14 17:00,,BLK-FG-0914,30,
EQ-01,Setup,2026-09-15 08:00,2026-09-15 08:35,,,,
EQ-01,Running,2026-09-15 08:35,2026-09-15 11:52,,BLK-SF-0914,10,
EQ-01,Idle,2026-09-15 11:52,2026-09-15 13:06,,,,
EQ-01,Running,2026-09-15 13:06,2026-09-15 16:45,,BLK-SF-0914,10,
EQ-01,Setup,2026-09-15 20:00,2026-09-15 20:20,,,,
EQ-01,Running,2026-09-15 20:20,2026-09-16 00:07,,BLK-SF-0914,10,
EQ-01,Idle,2026-09-16 00:07,2026-09-16 00:38,,,,
EQ-01,Running,2026-09-16 00:38,2026-09-16 04:30,,BLK-SF-0914,10,
EQ-05,Setup,2026-09-15 08:00,2026-09-15 08:47,,,,
EQ-05,Running,2026-09-15 08:47,2026-09-15 11:40,,BLK-SF-0914,10,
EQ-05,Idle,2026-09-15 11:40,2026-09-15 13:33,,,,
EQ-05,Running,2026-09-15 13:33,2026-09-15 16:35,,BLK-SF-0914,10,
EQ-05,Idle,2026-09-15 16:35,2026-09-15 17:00,,,,
EQ-02,Setup,2026-09-15 08:15,2026-09-15 08:37,,,,
EQ-02,Running,2026-09-15 08:37,2026-09-15 12:09,,BLK-FG-0914,10,
EQ-02,Idle,2026-09-15 12:09,2026-09-15 12:55,,,,
EQ-02,Running,2026-09-15 12:55,2026-09-15 16:30,,BLK-FG-0914,10,
EQ-03,Idle,2026-09-15 08:00,2026-09-15 09:52,,,,
EQ-03,Running,2026-09-15 09:52,2026-09-15 11:54,,BLK-FG-0914,20,
EQ-03,Idle,2026-09-15 11:54,2026-09-15 12:50,,,,
EQ-03,Running,2026-09-15 12:50,2026-09-15 16:09,,BLK-FG-0914,20,
EQ-03,Idle,2026-09-15 16:09,2026-09-15 17:00,,,,
EQ-04,Setup,2026-09-15 14:45,2026-09-15 14:59,,,,
EQ-04,Running,2026-09-15 14:59,2026-09-15 17:00,,BLK-FG-0914,30,
EQ-01,Setup,2026-09-16 08:00,2026-09-16 08:24,,,,
EQ-01,Running,2026-09-16 08:24,2026-09-16 12:00,,BLK-SF-0914,10,
EQ-01,Idle,2026-09-16 12:00,2026-09-16 13:10,,,,
EQ-01,Running,2026-09-16 13:10,2026-09-16 16:45,,BLK-SF-0914,10,
EQ-01,Setup,2026-09-16 20:00,2026-09-16 20:27,,,,
EQ-01,Running,2026-09-16 20:27,2026-09-16 23:50,,BLK-SF-0914,10,
EQ-01,Idle,2026-09-16 23:50,2026-09-17 00:49,,,,
EQ-01,Running,2026-09-17 00:49,2026-09-17 04:30,,BLK-SF-0914,10,
EQ-05,Setup,2026-09-16 08:00,2026-09-16 08:37,,,,
EQ-05,Running,2026-09-16 08:37,2026-09-16 11:37,,BLK-SF-0914,10,
EQ-05,Idle,2026-09-16 11:37,2026-09-16 13:30,,,,
EQ-05,Running,2026-09-16 13:30,2026-09-16 16:42,,BLK-SF-0914,10,
EQ-05,Idle,2026-09-16 16:42,2026-09-16 17:00,,,,
EQ-02,Setup,2026-09-16 08:15,2026-09-16 08:37,,,,
EQ-02,Running,2026-09-16 08:37,2026-09-16 12:09,,BLK-FG-0914,10,
EQ-02,Idle,2026-09-16 12:09,2026-09-16 13:03,,,,
EQ-02,Running,2026-09-16 13:03,2026-09-16 16:30,,BLK-FG-0914,10,
EQ-03,Idle,2026-09-16 08:00,2026-09-16 10:09,,,,
EQ-03,Running,2026-09-16 10:09,2026-09-16 11:53,,BLK-FG-0914,20,
EQ-03,Idle,2026-09-16 11:53,2026-09-16 13:05,,,,
EQ-03,Running,2026-09-16 13:05,2026-09-16 15:52,,BLK-FG-0914,20,
EQ-03,Idle,2026-09-16 15:52,2026-09-16 17:00,,,,
EQ-04,Setup,2026-09-16 14:45,2026-09-16 14:54,,,,
EQ-04,Running,2026-09-16 14:54,2026-09-16 17:00,,BLK-FG-0914,30,
EQ-01,Setup,2026-09-17 08:00,2026-09-17 08:39,,,,
EQ-01,Running,2026-09-17 08:39,2026-09-17 11:56,,BLK-SF-0914,10,
EQ-01,Idle,2026-09-17 11:56,2026-09-17 13:07,,,,
EQ-01,Running,2026-09-17 13:07,2026-09-17 16:45,,BLK-SF-0914,10,
EQ-01,Setup,2026-09-17 20:00,2026-09-17 20:30,,,,
EQ-01,Running,2026-09-17 20:30,2026-09-18 00:07,,BLK-SF-0914,10,
EQ-01,Idle,2026-09-18 00:07,2026-09-18 00:51,,,,
EQ-01,Running,2026-09-18 00:51,2026-09-18 04:30,,BLK-SF-0914,10,
EQ-05,Setup,2026-09-17 08:00,2026-09-17 08:38,,,,
EQ-05,Running,2026-09-17 08:38,2026-09-17 11:26,,BLK-SF-0914,10,
EQ-05,Idle,2026-09-17 11:26,2026-09-17 13:34,,,,
EQ-05,Running,2026-09-17 13:34,2026-09-17 16:34,,BLK-SF-0914,10,
EQ-05,Idle,2026-09-17 16:34,2026-09-17 17:00,,,,
EQ-02,Setup,2026-09-17 08:15,2026-09-17 08:32,,,,
EQ-02,Running,2026-09-17 08:32,2026-09-17 12:10,,BLK-FG-0914,10,
EQ-02,Idle,2026-09-17 12:10,2026-09-17 12:54,,,,
EQ-02,Running,2026-09-17 12:54,2026-09-17 16:30,,BLK-FG-0914,10,
EQ-03,Idle,2026-09-17 08:00,2026-09-17 09:59,,,,
EQ-03,Running,2026-09-17 09:59,2026-09-17 11:51,,BLK-FG-0914,20,
EQ-03,Idle,2026-09-17 11:51,2026-09-17 13:10,,,,
EQ-03,Running,2026-09-17 13:10,2026-09-17 15:54,,BLK-FG-0914,20,
EQ-03,Idle,2026-09-17 15:54,2026-09-17 17:00,,,,
EQ-04,Setup,2026-09-17 14:45,2026-09-17 14:55,,,,
EQ-04,Running,2026-09-17 14:55,2026-09-17 17:00,,BLK-FG-0914,30,
EQ-01,Setup,2026-09-18 08:00,2026-09-18 08:35,,,,
EQ-01,Running,2026-09-18 08:35,2026-09-18 11:53,,BLK-SF-0914,10,
EQ-01,Idle,2026-09-18 11:53,2026-09-18 12:56,,,,
EQ-01,Running,2026-09-18 12:56,2026-09-18 14:32,,BLK-SF-0914,10,
EQ-01,Stopped,2026-09-18 14:32,2026-09-18 15:16,材料待ち,,,
EQ-01,Running,2026-09-18 15:16,2026-09-18 16:45,,BLK-SF-0914,10,
EQ-01,Setup,2026-09-18 20:00,2026-09-18 20:16,,,,
EQ-01,Running,2026-09-18 20:16,2026-09-19 00:05,,BLK-SF-0914,10,
EQ-01,Idle,2026-09-19 00:05,2026-09-19 00:35,,,,
EQ-01,Running,2026-09-19 00:35,2026-09-19 04:30,,BLK-SF-0914,10,
EQ-05,Setup,2026-09-18 08:00,2026-09-18 08:53,,,,
EQ-05,Running,2026-09-18 08:53,2026-09-18 11:24,,BLK-SF-0914,10,
EQ-05,Idle,2026-09-18 11:24,2026-09-18 13:34,,,,
EQ-05,Running,2026-09-18 13:34,2026-09-18 16:43,,BLK-SF-0914,10,
EQ-05,Idle,2026-09-18 16:43,2026-09-18 17:00,,,,
EQ-02,Setup,2026-09-18 08:15,2026-09-18 08:20,,,,
EQ-02,Running,2026-09-18 08:20,2026-09-18 11:59,,BLK-FG-0914,10,
EQ-02,Idle,2026-09-18 11:59,2026-09-18 13:08,,,,
EQ-02,Running,2026-09-18 13:08,2026-09-18 16:30,,BLK-FG-0914,10,
EQ-03,Idle,2026-09-18 08:00,2026-09-18 09:58,,,,
EQ-03,Running,2026-09-18 09:58,2026-09-18 12:07,,BLK-FG-0914,20,
EQ-03,Idle,2026-09-18 12:07,2026-09-18 12:51,,,,
EQ-03,Running,2026-09-18 12:51,2026-09-18 15:51,,BLK-FG-0914,20,
EQ-03,Idle,2026-09-18 15:51,2026-09-18 17:00,,,,
EQ-04,Setup,2026-09-18 14:45,2026-09-18 15:05,,,,
EQ-04,Running,2026-09-18 15:05,2026-09-18 17:00,,BLK-FG-0914,30,
